É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2026/01/04 18:11:35

,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû,ìåãû
1960/1/1 5:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0.1,0,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1960/1/1 6:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1960/1/1 7:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1960/1/1 8:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1960/1/1 9:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1960/1/1 10:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1960/1/1 11:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1960/1/1 12:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0.0,0,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1960/1/1 13:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0.0,0,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1960/1/1 14:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0.0,0,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1960/1/1 15:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1960/1/1 16:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0.0,0,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1960/1/1 17:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1960/1/1 18:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0.0,0,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1960/1/1 19:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0.1,0,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1960/1/1 20:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,1.0,0,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1960/1/1 21:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0.6,0,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1960/1/1 22:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0.2,0,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1960/1/1 23:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1960/1/2 00:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1961/1/1 1:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1961/1/1 2:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1961/1/1 3:00:00,0,8,1,,0,1,,0,1,,0,1,-2.0,8,1,0,1,8,1,,,0,2,,,0,1,,,0,1,3.2,8,ìÏêº,8,1
1961/1/1 4:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1961/1/1 5:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1961/1/1 6:00:00,0,8,1,,0,1,,0,1,,0,1,-1.8,8,1,0,1,8,1,,,0,2,,,0,1,,,0,1,1.0,8,ñkñkêº,8,1
1961/1/1 7:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1961/1/1 8:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1961/1/1 9:00:00,0,8,1,,0,1,,0,1,,0,1,3.2,8,1,0,1,8,1,,,0,2,,,0,1,,,0,1,0.5,8,ìåñkìå,8,1
1961/1/1 10:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1961/1/1 11:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1961/1/1 12:00:00,0,8,1,,0,1,,0,1,,0,1,7.4,8,1,0,1,8,1,,,0,2,,,0,1,,,0,1,3.8,8,ñkñkêº,8,1
1961/1/1 13:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1961/1/1 14:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1961/1/1 15:00:00,5,8,1,,0,1,,0,1,,0,1,6.8,8,1,0,1,8,1,,,0,2,,,0,1,,,0,1,4.3,8,ñkñkìå,8,1
1961/1/1 16:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1961/1/1 17:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1961/1/1 18:00:00,1,8,1,,0,1,,0,1,,0,1,2.1,8,1,0,1,8,1,,,0,2,,,0,1,,,0,1,0.8,8,ñkñkêº,8,1
1961/1/1 19:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1961/1/1 20:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1961/1/1 21:00:00,0,8,1,,0,1,,0,1,,0,1,1.4,8,1,0,1,8,1,,,0,2,,,0,1,,,0,1,1.5,8,ñkñkêº,8,1
1961/1/1 22:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1961/1/1 23:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1961/1/2 00:00:00,0,8,1,,0,1,,0,1,,0,1,-0.5,8,1,0,1,8,1,,,0,2,,,0,1,,,0,1,1.8,8,ñk,8,1
1962/1/1 1:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1962/1/1 2:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1962/1/1 3:00:00,0,8,1,,0,1,,0,1,,0,1,0.0,8,1,0,1,8,1,,,0,2,,,0,1,,,0,1,1.7,8,ñk,8,1
1962/1/1 4:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1962/1/1 5:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1962/1/1 6:00:00,6,8,1,,0,1,,0,1,,0,1,-1.1,8,1,0,1,8,1,,,0,2,,,0,1,,,0,1,1.2,8,ñk,8,1
1962/1/1 7:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1962/1/1 8:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1962/1/1 9:00:00,7,8,1,,0,1,,0,1,,0,1,2.8,8,1,0,1,8,1,,,0,2,,,0,1,,,0,1,4.2,8,ñk,8,1
1962/1/1 10:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1962/1/1 11:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1962/1/1 12:00:00,10,8,1,,0,1,,0,1,,0,1,5.3,8,1,0,1,8,1,,,0,2,,,0,1,,,0,1,4.3,8,ñk,8,1
1962/1/1 13:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1962/1/1 14:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1962/1/1 15:00:00,10,8,1,,0,1,,0,1,,0,1,4.9,8,1,0,1,8,1,,,0,2,,,0,1,,,0,1,3.7,8,ñk,8,1
1962/1/1 16:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1962/1/1 17:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0.0,0,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1962/1/1 18:00:00,10,8,1,,0,1,,0,1,,0,1,4.4,8,1,0.1,0,8,1,,,0,2,,,0,1,,,0,1,1.8,8,ñk,8,1
1962/1/1 19:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0.9,0,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1962/1/1 20:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,4.5,0,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1962/1/1 21:00:00,10,8,1,,0,1,,0,1,,0,1,3.1,8,1,5.9,0,8,1,,,0,2,,,0,1,,,0,1,2.5,8,ñkñkêº,8,1
1962/1/1 22:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,4.2,0,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1962/1/1 23:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,4.4,0,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1962/1/2 00:00:00,10,8,1,,0,1,,0,1,,0,1,1.9,8,1,2.8,0,8,1,,,0,2,,,0,1,,,0,1,4.5,8,ñk,8,1
1963/1/1 1:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1963/1/1 2:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1963/1/1 3:00:00,0,8,1,,0,1,,0,1,,0,1,-1.0,8,1,0,1,8,1,,,0,2,,,0,1,,,0,1,0.2,8,ê√â∏,8,1
1963/1/1 4:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1963/1/1 5:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1963/1/1 6:00:00,0,8,1,,0,1,,0,1,,0,1,-2.1,8,1,0,1,8,1,,,0,2,,,0,1,,,0,1,0.5,8,êº,8,1
1963/1/1 7:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1963/1/1 8:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1963/1/1 9:00:00,0+,8,1,,0,1,,0,1,,0,1,3.6,8,1,0,1,8,1,,,0,2,,,0,1,,,0,1,3.0,8,ìÏìÏêº,8,1
1963/1/1 10:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1963/1/1 11:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1963/1/1 12:00:00,0+,8,1,,0,1,,0,1,,0,1,9.2,8,1,0,1,8,1,,,0,2,,,0,1,,,0,1,5.7,8,êºìÏêº,8,1
1963/1/1 13:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1963/1/1 14:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1963/1/1 15:00:00,4,8,1,,0,1,,0,1,,0,1,9.2,8,1,0,1,8,1,,,0,2,,,0,1,,,0,1,5.2,8,êºìÏêº,8,1
1963/1/1 16:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1963/1/1 17:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1963/1/1 18:00:00,0,8,1,,0,1,,0,1,,0,1,5.5,8,1,0,1,8,1,,,0,2,,,0,1,,,0,1,3.3,8,êº,8,1
1963/1/1 19:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1963/1/1 20:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1963/1/1 21:00:00,0,8,1,,0,1,,0,1,,0,1,1.2,8,1,0,1,8,1,,,0,2,,,0,1,,,0,1,1.8,8,ìÏìÏêº,8,1
1963/1/1 22:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1963/1/1 23:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1963/1/2 00:00:00,0,8,1,,0,1,,0,1,,0,1,-0.8,8,1,0,1,8,1,,,0,2,,,0,1,,,0,1,0.5,8,ñkñkêº,8,1
1964/1/1 1:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1964/1/1 2:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1964/1/1 3:00:00,0,8,1,,0,1,,0,1,,0,1,2.2,8,1,0,1,8,1,,,0,2,,,0,1,,,0,1,0.5,8,ñkêº,8,1
1964/1/1 4:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1964/1/1 5:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1964/1/1 6:00:00,10-,8,1,,0,1,,0,1,,0,1,1.4,8,1,0,1,8,1,,,0,2,,,0,1,,,0,1,0.3,8,ñkêº,8,1
1964/1/1 7:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1964/1/1 8:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1964/1/1 9:00:00,1,8,1,,0,1,,0,1,,0,1,5.7,8,1,0,1,8,1,,,0,2,,,0,1,,,0,1,0.5,8,ñkêº,8,1
1964/1/1 10:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1964/1/1 11:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1964/1/1 12:00:00,10-,8,1,,0,1,,0,1,,0,1,12.2,8,1,0,1,8,1,,,0,2,,,0,1,,,0,1,2.2,8,ñkêº,8,1
1964/1/1 13:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1964/1/1 14:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1964/1/1 15:00:00,10,8,1,,0,1,,0,1,,0,1,13.2,8,1,0,1,8,1,,,0,2,,,0,1,,,0,1,1.0,8,ñkìå,8,1
1964/1/1 16:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1964/1/1 17:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1964/1/1 18:00:00,10,8,1,,0,1,,0,1,,0,1,9.9,8,1,0,1,8,1,,,0,2,,,0,1,,,0,1,0.2,8,ê√â∏,8,1
1964/1/1 19:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1964/1/1 20:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1964/1/1 21:00:00,10-,8,1,,0,1,,0,1,,0,1,8.1,8,1,0,1,8,1,,,0,2,,,0,1,,,0,1,1.7,8,ñkñkêº,8,1
1964/1/1 22:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1964/1/1 23:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,1
1964/1/2 00:00:00,10,8,1,,0,1,,0,1,,0,1,7.0,8,1,0,1,8,1,,,0,2,,,0,1,,,0,1,2.7,8,ñkñkìå,8,1
1965/1/1 1:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,2
1965/1/1 2:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,2
1965/1/1 3:00:00,10,8,1,,0,1,,0,1,,0,1,8.3,8,1,0,1,8,1,,,0,2,,,0,1,,,0,1,6.0,8,ñkñkêº,8,2
1965/1/1 4:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0.0,0,8,1,,,0,2,,,0,1,,,0,1,,0,,0,2
1965/1/1 5:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,2.0,0,8,1,,,0,2,,,0,1,,,0,1,,0,,0,2
1965/1/1 6:00:00,10,8,1,,0,1,,0,1,,0,1,7.2,8,1,1.0,0,8,1,,,0,2,,,0,1,,,0,1,5.3,8,ñkñkêº,8,2
1965/1/1 7:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,1.0,0,8,1,,,0,2,,,0,1,,,0,1,,0,,0,2
1965/1/1 8:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,1.5,0,8,1,,,0,2,,,0,1,,,0,1,,0,,0,2
1965/1/1 9:00:00,10,8,1,,0,1,,0,1,,0,1,7.0,8,1,1.0,0,8,1,,,0,2,,,0,1,,,0,1,5.7,8,ñk,8,2
1965/1/1 10:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,,,1,1,,,0,2,,,0,1,,,0,1,,0,,0,2
1965/1/1 11:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0.0,0,8,1,,,0,2,,,0,1,,,0,1,,0,,0,2
1965/1/1 12:00:00,10-,8,1,,0,1,,0,1,,0,1,8.4,8,1,0,1,8,1,,,0,2,,,0,1,,,0,1,5.8,8,ñkñkêº,8,2
1965/1/1 13:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,2
1965/1/1 14:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,2
1965/1/1 15:00:00,0+,8,1,,0,1,,0,1,,0,1,10.9,8,1,0,1,8,1,,,0,2,,,0,1,,,0,1,1.5,8,ñkìå,8,2
1965/1/1 16:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,2
1965/1/1 17:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,2
1965/1/1 18:00:00,0+,8,1,,0,1,,0,1,,0,1,9.4,8,1,0,1,8,1,,,0,2,,,0,1,,,0,1,1.3,8,ñkìå,8,2
1965/1/1 19:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,2
1965/1/1 20:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,2
1965/1/1 21:00:00,0+,8,1,,0,1,,0,1,,0,1,6.4,8,1,0,1,8,1,,,0,2,,,0,1,,,0,1,2.5,8,ñkêº,8,2
1965/1/1 22:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,2
1965/1/1 23:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,2
1965/1/2 00:00:00,2,8,1,,0,1,,0,1,,0,1,6.5,8,1,0,1,8,1,,,0,2,,,0,1,,,0,1,4.2,8,ñkêº,8,2
1966/1/1 1:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,2
1966/1/1 2:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,2
1966/1/1 3:00:00,0,8,1,,0,1,,0,1,,0,1,0.4,8,1,0,1,8,1,,,0,2,,,0,1,,,0,1,2.5,8,ñkñkêº,8,2
1966/1/1 4:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,2
1966/1/1 5:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,2
1966/1/1 6:00:00,0,8,1,,0,1,,0,1,,0,1,-1.0,8,1,0,1,8,1,,,0,2,,,0,1,,,0,1,3.0,8,ñkêº,8,2
1966/1/1 7:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,2
1966/1/1 8:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,2
1966/1/1 9:00:00,0+,8,1,,0,1,,0,1,,0,1,2.9,8,1,0,1,8,1,,,0,2,,,0,1,,,0,1,1.3,8,êºñkêº,8,2
1966/1/1 10:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,2
1966/1/1 11:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,2
1966/1/1 12:00:00,0+,8,1,,0,1,,0,1,,0,1,7.0,8,1,0,1,8,1,,,0,2,,,0,1,,,0,1,3.0,8,ìÏìÏìå,8,2
1966/1/1 13:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,2
1966/1/1 14:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,2
1966/1/1 15:00:00,0+,8,1,,0,1,,0,1,,0,1,7.8,8,1,0,1,8,1,,,0,2,,,0,1,,,0,1,2.3,8,ìå,8,2
1966/1/1 16:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,2
1966/1/1 17:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,2
1966/1/1 18:00:00,0+,8,1,,0,1,,0,1,,0,1,6.0,8,1,0,1,8,1,,,0,2,,,0,1,,,0,1,3.3,8,ñk,8,2
1966/1/1 19:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,2
1966/1/1 20:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,2
1966/1/1 21:00:00,0,8,1,,0,1,,0,1,,0,1,3.0,8,1,0,1,8,1,,,0,2,,,0,1,,,0,1,1.8,8,ñkêº,8,2
1966/1/1 22:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,2
1966/1/1 23:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,2
1966/1/2 00:00:00,0,8,1,,0,1,,0,1,,0,1,0.1,8,1,0,1,8,1,,,0,2,,,0,1,,,0,1,0.7,8,ñkêº,8,2
1967/1/1 1:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,2
1967/1/1 2:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,2
1967/1/1 3:00:00,8,8,1,,0,1,,0,1,,0,1,3.2,8,1,0,1,8,1,,,0,2,,,0,1,,,0,1,1.2,8,ñkñkêº,8,2
1967/1/1 4:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,2
1967/1/1 5:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,2
1967/1/1 6:00:00,10-,8,1,,0,1,,0,1,,0,1,2.3,8,1,0,1,8,1,,,0,2,,,0,1,,,0,1,1.7,8,ñk,8,2
1967/1/1 7:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,2
1967/1/1 8:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0,1,8,1,,,0,2,,,0,1,,,0,1,,0,,0,2
1967/1/1 9:00:00,10,8,1,,0,1,,0,1,,0,1,3.0,8,1,0.0,0,8,1,,,0,2,,,0,1,,,0,1,2.8,8,ñkñkêº,8,2
1967/1/1 10:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0.0,0,8,1,,,0,2,,,0,1,,,0,1,,0,,0,2
1967/1/1 11:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,0.0,0,8,1,,,0,2,,,0,1,,,0,1,,0,,0,2
1967/1/1 12:00:00,10,8,1,,0,1,,0,1,,0,1,3.8,8,1,0.4,0,8,1,,,0,2,,,0,1,,,0,1,2.2,8,ñkñkêº,8,2
1967/1/1 13:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,1.0,0,8,1,,,0,2,,,0,1,,,0,1,,0,,0,2
1967/1/1 14:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,2.0,0,8,1,,,0,2,,,0,1,,,0,1,,0,,0,2
1967/1/1 15:00:00,10,8,1,,0,1,,0,1,,0,1,3.4,8,1,2.0,0,8,1,,,0,2,,,0,1,,,0,1,2.8,8,ñkìå,8,2
1967/1/1 16:00:00,,0,1,,0,1,,0,1,,0,1,,0,1,2.5,0,8,1,,,0,2,,,0,1,,,0,1,,0,,0,2
